solver_name,task,benchmark_name,instance,answer
asc_03,DS-PR,iccma23,g_2176_0.05_9,NA
asc_03,DS-PR,iccma23,g_2288_0.02_7,NA
asc_03,DS-PR,iccma23,g_2295_0.03_7,YES
asc_03,DS-PR,iccma23,g_2490_0.02_9,NA
asc_03,DS-PR,iccma23,g_2557_0.03_2,NA
asc_03,DS-PR,iccma23,g_2664_0.01_2,NA
asc_03,DS-PR,iccma23,g_2709_0.05_5,NA
asc_03,DS-PR,iccma23,g_3142_0.04_3,NA
asc_03,DS-PR,iccma23,g_3195_0.03_8,NA
asc_03,DS-PR,iccma23,g_3286_0.01_6,NA
asc_03,DS-PR,iccma23,g_3409_0.02_8,NA
asc_03,DS-PR,iccma23,g_3521_0.05_2,NA
asc_03,DS-PR,iccma23,g_3582_0.03_3,NA
asc_03,DS-PR,iccma23,g_3690_0.01_8,NA
asc_03,DS-PR,iccma23,Large-result_b1,NA
asc_03,DS-PR,iccma23,Large-result_b14,NA
asc_03,DS-PR,iccma23,Large-result_b15,NA
asc_03,DS-PR,iccma23,Large-result_b16,NA
asc_03,DS-PR,iccma23,Large-result_b18,NA
asc_03,DS-PR,iccma23,Large-result_b20,NA
asc_03,DS-PR,iccma23,Large-result_b22,NA
asc_03,DS-PR,iccma23,Large-result_b5,NA
asc_03,DS-PR,iccma23,Large-result_b6,NA
asc_03,DS-PR,iccma23,Medium-result_b1,NA
asc_03,DS-PR,iccma23,Medium-result_b12,NA
asc_03,DS-PR,iccma23,Medium-result_b17,NA
asc_03,DS-PR,iccma23,Medium-result_b19,NA
asc_03,DS-PR,iccma23,Medium-result_b21,NA
asc_03,DS-PR,iccma23,Medium-result_b22,NA
asc_03,DS-PR,iccma23,Medium-result_b26,NA
asc_03,DS-PR,iccma23,Medium-result_b27,NA
asc_03,DS-PR,iccma23,Medium-result_b28,NA
asc_03,DS-PR,iccma23,Medium-result_b29,NA
asc_03,DS-PR,iccma23,Medium-result_b30,NA
asc_03,DS-PR,iccma23,Medium-result_b4,NA
asc_03,DS-PR,iccma23,Medium-result_b7,NA
asc_03,DS-PR,iccma23,Medium-result_b8,NA
asc_03,DS-PR,iccma23,metro-st-louis_20130916_1522.gml.20,NA
asc_03,DS-PR,iccma23,metro-st-louis_20130916_1522.gml.80,NA
asc_03,DS-PR,iccma23,n100p3q34ve,NA
asc_03,DS-PR,iccma23,n100p5q2,NA
asc_03,DS-PR,iccma23,n128p5q2_ve,NA
asc_03,DS-PR,iccma23,n150p3q34n,NA
asc_03,DS-PR,iccma23,n160p3q24e,NA
asc_03,DS-PR,iccma23,n160p3q34h,NA
asc_03,DS-PR,iccma23,n160p5q2_ve,NA
asc_03,DS-PR,iccma23,n175p3q34h,NA
asc_03,DS-PR,iccma23,n192p5q2_ve,NA
asc_03,DS-PR,iccma23,n200p3q34h,NA
asc_03,DS-PR,iccma23,n224p5q2_ve,NA
asc_03,DS-PR,iccma23,n256p3q08n,NA
asc_03,DS-PR,iccma23,n256p5q2_e,NA
asc_03,DS-PR,iccma23,n320p5q2_n,NA
asc_03,DS-PR,iccma23,n384p5q2_vh,NA
asc_03,DS-PR,iccma23,n448p5q2_vh,NA
asc_03,DS-PR,iccma23,n512p5q2_vh,NA
asc_03,DS-PR,iccma23,palos-verdes-peninsula-transit-authority_20151216_1829.gml.80,NA
asc_03,DS-PR,iccma23,port-authority-of-allegheny-county_20140619_0109.gml.80,NA
asc_03,DS-PR,iccma23,redding_2015-12-09.gml.80,NA
asc_03,DS-PR,iccma23,rennes_2015-12-18.gml.50,NA
asc_03,DS-PR,iccma23,rpsrute@ruter.no_20150319_1558.gml.80,NA
asc_03,DS-PR,iccma23,sacramento_2015-12.gml.80,NA
asc_03,DS-PR,iccma23,samtrans_20130704_1259.gml.80,NA
asc_03,DS-PR,iccma23,scc_1216_42_0.3_0.05__8,NA
asc_03,DS-PR,iccma23,scc_1236_44_0.3_0.05__7,NA
asc_03,DS-PR,iccma23,scc_1421_35_0.4_0.1__10,NA
asc_03,DS-PR,iccma23,scc_1496_48_0.5_0.2__5,NA
asc_03,DS-PR,iccma23,scc_1523_46_0.4_0.1__8,NA
asc_03,DS-PR,iccma23,scc_1701_10_0.5_0.1__6,NA
asc_03,DS-PR,iccma23,scc_1723_15_0.3_0.05__9,NA
asc_03,DS-PR,iccma23,scc_1726_27_0.5_0.1__5,NA
asc_03,DS-PR,iccma23,scc_1817_23_0.4_0.05__10,NA
asc_03,DS-PR,iccma23,scc_1924_31_0.4_0.1__1,NA
asc_03,DS-PR,iccma23,scc_1985_26_0.4_0.1__3,NA
asc_03,DS-PR,iccma23,scc_226_18_0.5_0.1__10,NA
asc_03,DS-PR,iccma23,scc_437_39_0.3_0.05__4,NA
asc_03,DS-PR,iccma23,scc_5357_62_0.4_0.1__8,NA
asc_03,DS-PR,iccma23,scc_5699_47_0.4_0.1__1,NA
asc_03,DS-PR,iccma23,scc_6043_65_0.5_0.2__9,NA
asc_03,DS-PR,iccma23,scc_6397_56_0.3_0.05__8,NA
asc_03,DS-PR,iccma23,scc_6552_62_0.4_0.2__2,NA
asc_03,DS-PR,iccma23,scc_658_18_0.5_0.2__10,NA
asc_03,DS-PR,iccma23,scc_6634_44_0.4_0.1__3,NA
asc_03,DS-PR,iccma23,scc_7620_55_0.3_0.1__4,NA
asc_03,DS-PR,iccma23,scc_7685_43_0.3_0.1__2,NA
asc_03,DS-PR,iccma23,scc_925_45_0.3_0.05__1,NA
asc_03,DS-PR,iccma23,scc_9394_40_0.4_0.1__5,NA
asc_03,DS-PR,iccma23,scc_9976_43_0.4_0.1__7,NA
asc_03,DS-PR,iccma23,sembuster_1200,NA
asc_03,DS-PR,iccma23,sembuster_1500,NA
asc_03,DS-PR,iccma23,sembuster_150,NA
asc_03,DS-PR,iccma23,sembuster_1800,NA
asc_03,DS-PR,iccma23,sembuster_2400,NA
asc_03,DS-PR,iccma23,sembuster_3000,NA
asc_03,DS-PR,iccma23,sembuster_300,NA
asc_03,DS-PR,iccma23,sembuster_3600,NA
asc_03,DS-PR,iccma23,sembuster_4200,NA
asc_03,DS-PR,iccma23,sembuster_4800,NA
asc_03,DS-PR,iccma23,sembuster_5400,NA
asc_03,DS-PR,iccma23,sembuster_6000,NA
asc_03,DS-PR,iccma23,sembuster_600,NA
asc_03,DS-PR,iccma23,sembuster_7500,NA
asc_03,DS-PR,iccma23,sembuster_900,NA
asc_03,DS-PR,iccma23,Small-result_b26,NA
asc_03,DS-PR,iccma23,Small-result_b27,NA
asc_03,DS-PR,iccma23,st_1015_36_27_3440,NA
asc_03,DS-PR,iccma23,st_1037_97_34_647,NA
asc_03,DS-PR,iccma23,st_1230_64_16_373,NA
asc_03,DS-PR,iccma23,st_1234_99_25_3756,NA
asc_03,DS-PR,iccma23,st_1244_87_28_3669,NA
asc_03,DS-PR,iccma23,st_1276_43_25_1938,NA
asc_03,DS-PR,iccma23,st_1350_55_31_149,NA
asc_03,DS-PR,iccma23,st_1352_53_23_3737,NA
asc_03,DS-PR,iccma23,st_1391_70_12_1674,NA
asc_03,DS-PR,iccma23,st_1400_85_28_2113,NA
asc_03,DS-PR,iccma23,st_1412_95_15_3263,NA
asc_03,DS-PR,iccma23,st_1489_41_39_1070,NA
asc_03,DS-PR,iccma23,st_400_44_32_3867,NA
asc_03,DS-PR,iccma23,st_425_53_10_1991,NA
asc_03,DS-PR,iccma23,st_439_93_17_3099,NA
asc_03,DS-PR,iccma23,st_496_75_39_1354,NA
asc_03,DS-PR,iccma23,st_521_43_14_3157,NA
asc_03,DS-PR,iccma23,st_659_37_25_686,NA
asc_03,DS-PR,iccma23,st_704_68_9_3183,NA
asc_03,DS-PR,iccma23,st_815_74_9_2860,NA
asc_03,DS-PR,iccma23,st_826_34_8_3910,NA
asc_03,DS-PR,iccma23,st_883_28_16_1144,NA
asc_03,DS-PR,iccma23,st_890_86_9_572,NA
asc_03,DS-PR,iccma23,st_902_67_36_2711,NA
asc_03,DS-PR,iccma23,st_955_26_12_3941,NA
asc_03,DS-PR,iccma23,stanislaus_ca_2015-12-02.gml.20,NA
asc_03,DS-PR,iccma23,thecomet_20131025_1906.gml.20,NA
asc_03,DS-PR,iccma23,triangle-transit_20150227_1741.gml.20,NA
asc_03,DS-PR,iccma23,umpquatransit_or_2015-12-03.gml.50,NA
asc_03,DS-PR,iccma23,view2gt_20150927_1744.gml.20,NA
asc_03,DS-PR,iccma23,WS_100_12_90_30,NA
asc_03,DS-PR,iccma23,WS_100_18_30_10,NA
asc_03,DS-PR,iccma23,WS_100_24_70_50,NA
asc_03,DS-PR,iccma23,WS_100_24_70_70,NA
asc_03,DS-PR,iccma23,WS_100_6_10_30,NA
asc_03,DS-PR,iccma23,WS_100_6_10_50,NA
asc_03,DS-PR,iccma23,WS_100_6_30_10,NA
asc_03,DS-PR,iccma23,WS_100_6_70_70,NA
asc_03,DS-PR,iccma23,WS_200_20_50_70,NA
asc_03,DS-PR,iccma23,WS_200_20_70_30,NA
asc_03,DS-PR,iccma23,WS_200_20_90_10,NA
asc_03,DS-PR,iccma23,WS_200_28_70_10,NA
asc_03,DS-PR,iccma23,WS_200_28_70_50,NA
asc_03,DS-PR,iccma23,WS_200_8_90_30,NA
asc_03,DS-PR,iccma23,WS_300_8_10_70,NA
asc_03,DS-PR,iccma23,WS_400_16_10_30,NA
asc_03,DS-PR,iccma23,WS_400_24_30_10,NA
asc_03,DS-PR,iccma23,WS_400_24_50_10,NA
asc_03,DS-PR,iccma23,WS_400_32_30_30,NA
asc_03,DS-PR,iccma23,WS_400_32_70_70,NA
asc_03,DS-PR,iccma23,WS_400_8_30_30,NA
asc_03,DS-PR,iccma23,WS_500_16_10_70,NA
asc_03,DS-PR,iccma23,WS_500_16_50_50,NA
asc_03,DS-PR,iccma23,WS_500_16_70_50,NA
asc_03,DS-PR,iccma23,WS_500_8_70_70,NA
asc_03,DS-PR,iccma23,yubasutter_ca_2015-12-02.gml.50,NA
asc_04,DS-PR,iccma15,1004485__826_8__0_1_4__-1244770945,NA
asc_04,DS-PR,iccma15,105005__283_61__0_2_288__1501667607,NA
asc_04,DS-PR,iccma15,1066801__777_18__0_4_9__1685411540,NA
asc_04,DS-PR,iccma15,10999075__461_395__24_24_324__237573662,NO
asc_04,DS-PR,iccma15,110153__319_75__0_3_152__-1738801068,NA
asc_04,DS-PR,iccma15,1135945__141_105__32_40_360__1726661898,NO
asc_04,DS-PR,iccma15,118030__334_37__0_7_162__390956103,NA
asc_04,DS-PR,iccma15,1182638__754_34__0_1_2__188042652,NA
asc_04,DS-PR,iccma15,1187240__311_65__0_5_3916__1661971321,NA
asc_04,DS-PR,iccma15,120071__400__1_2_3__68,NO
asc_04,DS-PR,iccma15,120124__400__1_1_2__77,NA
asc_04,DS-PR,iccma15,120151__400__2_2_4__11,NO
asc_04,DS-PR,iccma15,120189__400__5_5_7__68,NA
asc_04,DS-PR,iccma15,120283__400__5_5_7__38,NO
asc_04,DS-PR,iccma15,120304__400__0_1_1__11,NA
asc_04,DS-PR,iccma15,120323__400__0_1_1__55,NO
asc_04,DS-PR,iccma15,120336__400__0_1_1__67,NA
asc_04,DS-PR,iccma15,1251262__780_20__0_1_2__-81345856,NA
asc_04,DS-PR,iccma15,131311__400__1_1_2__13,NA
asc_04,DS-PR,iccma15,136355__400__0_1_1__21,NA
asc_04,DS-PR,iccma15,136916__400__2_4_7__18,NO
asc_04,DS-PR,iccma15,141744__500_14__0_1_1__1497926930,NA
asc_04,DS-PR,iccma15,142989__400__6_6_8__78,NO
asc_04,DS-PR,iccma15,143482__400__2_2_3__88,NA
asc_04,DS-PR,iccma15,143667__400__4_4_6__37,NA
asc_04,DS-PR,iccma15,147754__315_2__2_2_4__2000466022,NA
asc_04,DS-PR,iccma15,14974572__457_345__0_20_222__-780398811,NA
asc_04,DS-PR,iccma15,149836__393_63__0_2_44__1706985912,NA
asc_04,DS-PR,iccma15,153075__400__2_2_3__79,NA
asc_04,DS-PR,iccma15,153111__499_16__0_4_18__-1668271218,NA
asc_04,DS-PR,iccma15,153148__400__3_3_6__22,NA
asc_04,DS-PR,iccma15,1539728__299__3_3_4__1479392692,NA
asc_04,DS-PR,iccma15,1627996__755_46__0_3_12__1893213173,NA
asc_04,DS-PR,iccma15,162947__189_100__0_1_800__-2139321847,NA
asc_04,DS-PR,iccma15,1688016__289__2_2_3__1711063037,NA
asc_04,DS-PR,iccma15,1753793__671_617__4_4_18__-1363490400,NO
asc_04,DS-PR,iccma15,1758658__795_42__0_2_7__-1202098545,NA
asc_04,DS-PR,iccma15,175963__400__3_4_5__25,NA
asc_04,DS-PR,iccma15,176544__442_39__0_2_6__-1119795536,NA
asc_04,DS-PR,iccma15,176618__243_1__0_1_1__-528315330,NA
asc_04,DS-PR,iccma15,177161__455_4__0_1_3__-1069061722,NA
asc_04,DS-PR,iccma15,1818982__769_48__0_4_190__1676631657,NA
asc_04,DS-PR,iccma15,182202__400__2_2_3__5,NA
asc_04,DS-PR,iccma15,1828893__778_49__0_1_6__365380386,NA
asc_04,DS-PR,iccma15,187213__400__4_4_6__55,NA
asc_04,DS-PR,iccma15,1879197__595_301__192_192_5274__794362872,NA
asc_04,DS-PR,iccma15,189903__400__1_1_2__58,NA
asc_04,DS-PR,iccma15,190362__400__2_2_3__54,NA
asc_04,DS-PR,iccma15,19040260__507_416__16_16_90__-575628667,NO
asc_04,DS-PR,iccma15,1925487__837_38__0_1_3__398360463,NA
asc_04,DS-PR,iccma15,192775__400__3_4_5__38,NA
asc_04,DS-PR,iccma15,192918__400__2_2_3__66,NA
asc_04,DS-PR,iccma15,194039__400__3_3_5__66,NA
asc_04,DS-PR,iccma15,195170__397_76__0_1_14__1011580274,NA
asc_04,DS-PR,iccma15,20655198__374_290__44_44_495__-1683228409,NO
asc_04,DS-PR,iccma15,2192374__868_42__0_2_6__197381139,NA
asc_04,DS-PR,iccma15,2195931__853_18__0_1_1__-668245284,NA
asc_04,DS-PR,iccma15,2359690__847_47__0_1_1__-258502807,NA
asc_04,DS-PR,iccma15,247483__277__0_1_1__505287041,NA
asc_04,DS-PR,iccma15,2721694__940_26__0_1_1__-760920955,NA
asc_04,DS-PR,iccma15,282426__202__12_12_159__1378687018,NO
asc_04,DS-PR,iccma15,286424__242_98__0_4_496__1553772169,NA
asc_04,DS-PR,iccma15,291227__286__0_1_1__1230142271,NA
asc_04,DS-PR,iccma15,2912543__960_42__0_1_2__1906904342,NA
asc_04,DS-PR,iccma15,2920382__996_26__0_1_1__1797378811,NA
asc_04,DS-PR,iccma15,2989651__481_1__0_1_1__490287363,NA
asc_04,DS-PR,iccma15,3003520__935_5__0_1_1__-1788351828,NA
asc_04,DS-PR,iccma15,3051610__939_31__0_1_2__-525845145,NA
asc_04,DS-PR,iccma15,30907__280__8_8_16__34985402,NA
asc_04,DS-PR,iccma15,320028__276__2_2_3__165094759,NA
asc_04,DS-PR,iccma15,3203497__489_1__0_1_1__-696922705,NA
asc_04,DS-PR,iccma15,33018__260_52__0_6_28__-2091790553,NA
asc_04,DS-PR,iccma15,33735__217_52__0_4_48__1468519206,NA
asc_04,DS-PR,iccma15,339645__291__1_1_2__1421992937,NA
asc_04,DS-PR,iccma15,33993__232__4_4_6__1980143471,NO
asc_04,DS-PR,iccma15,34229__258__5_6_9__1887662229,NA
asc_04,DS-PR,iccma15,34508__197__10_10_13__1871307992,NO
asc_04,DS-PR,iccma15,361395__280__7_7_14__1379539997,NA
asc_04,DS-PR,iccma15,37008__308_6__0_1_1__1700102015,NA
asc_04,DS-PR,iccma15,37400__332_4__0_1_1__887372887,NA
asc_04,DS-PR,iccma15,38100__318_28__0_1_4__1062613426,NA
asc_04,DS-PR,iccma15,41950__379_9__0_2_4__-2085298152,NA
asc_04,DS-PR,iccma15,44051__300__0_1_1__1566404531,NA
asc_04,DS-PR,iccma15,45031__193__0_11_70__219763582,NA
asc_04,DS-PR,iccma15,46469__330_28__0_1_2__725501891,NA
asc_04,DS-PR,iccma15,47774__262__0_1_1__1705874969,NO
asc_04,DS-PR,iccma15,47792__332_20__0_3_51__-684630010,NA
asc_04,DS-PR,iccma15,49594__306_89__0_1_4__-1039493399,NA
asc_04,DS-PR,iccma15,507634__636_34__0_3_20__2007880049,NA
asc_04,DS-PR,iccma15,510532__292__3_3_5__771820926,NO
asc_04,DS-PR,iccma15,51123__246__0_1_1__1607395923,NA
asc_04,DS-PR,iccma15,515617__417_50__0_3_1011__-972170922,NA
asc_04,DS-PR,iccma15,517683__679_12__0_1_4__1310307751,NA
asc_04,DS-PR,iccma15,520734__379_68__0_8_768__2107883474,NA
asc_04,DS-PR,iccma15,54571__259__7_7_11__929860717,NA
asc_04,DS-PR,iccma15,548783__649_27__0_1_1__-724323804,NA
asc_04,DS-PR,iccma15,558101__300__9_9_15__376852946,NA
asc_04,DS-PR,iccma15,58982__360_22__0_2_4__-561223781,NA
asc_04,DS-PR,iccma15,604344__458_39__0_8_1297__1654901794,NA
asc_04,DS-PR,iccma15,619832__652_13__0_1_2__-650582955,NA
asc_04,DS-PR,iccma15,6319065__992_3__0_1_2__897035661,NA
asc_04,DS-PR,iccma15,63423__285_21__0_4_180__433734015,NA
asc_04,DS-PR,iccma15,6512808__964_852__8_8_54__1356115866,NO
asc_04,DS-PR,iccma15,65980__360_21__0_2_8__310170226,NA
asc_04,DS-PR,iccma15,67150__185_93__0_2_200__1061677976,NA
asc_04,DS-PR,iccma15,67628__291_89__0_1_30__-246384798,NA
asc_04,DS-PR,iccma15,689751__162__2_2_3__207723927,NA
asc_04,DS-PR,iccma15,70292__374_23__0_1_10__-2122175794,NA
asc_04,DS-PR,iccma15,725443__490_2__0_1_1__-554970472,NA
asc_04,DS-PR,iccma15,7648195__290__4_4_5__217211397,NA
asc_04,DS-PR,iccma15,7663198__583_1__0_1_1__539330174,NA
asc_04,DS-PR,iccma15,82512__381_23__0_1_2__691831635,NA
asc_04,DS-PR,iccma15,826149__351_1__0_1_1__-2107104421,NA
asc_04,DS-PR,iccma15,853046__696_686__8_8_27__1212478239,NO
asc_04,DS-PR,iccma15,857884__293__1_1_2__851168499,NA
asc_04,DS-PR,iccma15,85888__366_28__0_3_28__1701112791,NA
asc_04,DS-PR,iccma15,874460__733_24__0_2_9__2021310947,NA
asc_04,DS-PR,iccma15,876882__287__2_2_4__1987328938,NA
asc_04,DS-PR,iccma15,940270__703_28__0_1_2__1173096395,NA
asc_04,DS-PR,iccma15,971739__757_14__0_1_1__1361260072,NA
asc_04,DS-PR,iccma15,g_101552__1909__1_1_1__882760067,NO
asc_04,DS-PR,iccma15,g_108578__1880__1_1_1__1927273238,NO
asc_04,DS-PR,iccma15,g_11576075__7191__1_1_1__82730612,NO
asc_04,DS-PR,iccma15,g_11608515__6142__1_1_1__859624173,NO
asc_04,DS-PR,iccma15,g_11687398__6961__1_1_1__818925919,NO
asc_04,DS-PR,iccma15,g_11722506__4872__1_1_1__1996514246,NO
asc_04,DS-PR,iccma15,g_118687__2223__1_1_1__420333329,NO
asc_04,DS-PR,iccma15,g_13686942__7861__1_1_1__885986521,NO
asc_04,DS-PR,iccma15,g_139216__2511__1_1_1__394551800,NO
asc_04,DS-PR,iccma15,g_14698925__6977__1_1_1__635433139,NO
asc_04,DS-PR,iccma15,g_1524167__4166__1_1_1__1420739094,NO
asc_04,DS-PR,iccma15,g_15283768__7242__1_1_1__1057905053,NO
asc_04,DS-PR,iccma15,g_15405159__8402__1_1_1__277006789,NO
asc_04,DS-PR,iccma15,g_15761268__7521__1_1_1__1253564987,NO
asc_04,DS-PR,iccma15,g_15792991__7833__1_1_1__1804928876,NO
asc_04,DS-PR,iccma15,g_15806306__8366__1_1_1__694814714,NO
asc_04,DS-PR,iccma15,g_169985__2033__1_1_1__1063588833,NO
asc_04,DS-PR,iccma15,g_171985__2219__1_1_1__1463560817,NO
asc_04,DS-PR,iccma15,g_17299814__7318__1_1_1__208051347,NO
asc_04,DS-PR,iccma15,g_179080__2838__1_1_1__924555467,NA
asc_04,DS-PR,iccma15,g_1969886__3896__1_1_1__407768342,NO
asc_04,DS-PR,iccma15,g_1977497__4459__1_1_1__193203519,NO
asc_04,DS-PR,iccma15,g_2002351__4827__1_1_1__520355813,NO
asc_04,DS-PR,iccma15,g_20166647__5593__1_1_1__1850025606,NO
asc_04,DS-PR,iccma15,g_2036748__4685__1_1_1__764816800,NO
asc_04,DS-PR,iccma15,g_207507__2450__1_1_1__826439536,NO
asc_04,DS-PR,iccma15,g_225058__2636__1_1_1__233605874,NA
asc_04,DS-PR,iccma15,g_236028__2696__1_1_1__1295870562,NO
asc_04,DS-PR,iccma15,g_244898__2743__1_1_1__1043095631,NO
asc_04,DS-PR,iccma15,g_26366506__7746__1_1_1__701580298,NO
asc_04,DS-PR,iccma15,g_26415883__5774__1_1_1__1569596511,NO
asc_04,DS-PR,iccma15,g_264197__3005__1_1_1__1585216394,NO
asc_04,DS-PR,iccma15,g_265502__2684__1_1_1__1461484505,NO
asc_04,DS-PR,iccma15,g_26874200__8393__1_1_1__629297877,NO
asc_04,DS-PR,iccma15,g_316863__2943__1_1_1__1909914641,NO
asc_04,DS-PR,iccma15,g_325485__2631__1_1_1__1679363424,NO
asc_04,DS-PR,iccma15,g_326740__2846__1_1_1__856847380,NO
asc_04,DS-PR,iccma15,g_34388__1224__1_1_1__1618570817,NO
asc_04,DS-PR,iccma15,g_35415567__9473__1_1_1__1862760027,NO
asc_04,DS-PR,iccma15,g_36072150__6499__1_1_1__1197674094,NO
asc_04,DS-PR,iccma15,g_3678842__4959__1_1_1__2055741360,NO
asc_04,DS-PR,iccma15,g_37371__1315__1_1_1__13936662,NO
asc_04,DS-PR,iccma15,g_37710__1278__1_1_1__1301640185,NA
asc_04,DS-PR,iccma15,g_39785649__9360__1_1_1__860776055,NO
asc_04,DS-PR,iccma15,g_40158174__6958__1_1_1__209171335,NO
asc_04,DS-PR,iccma15,g_4035622__3478__1_1_1__368871344,NO
asc_04,DS-PR,iccma15,g_40398__1624__1_1_1__1406182594,NO
asc_04,DS-PR,iccma15,g_40400__1866__1_1_1__2110861149,NO
asc_04,DS-PR,iccma15,g_41618307__6518__1_1_1__656262855,NO
asc_04,DS-PR,iccma15,g_41634197__8548__1_1_1__27153038,NO
asc_04,DS-PR,iccma15,g_4801850__5900__1_1_1__1507270746,NO
asc_04,DS-PR,iccma15,g_482638__3144__1_1_1__1117360409,NO
asc_04,DS-PR,iccma15,g_483143__2797__1_1_1__1544035168,NO
asc_04,DS-PR,iccma15,g_5000211__4470__1_1_1__750147053,NA
asc_04,DS-PR,iccma15,g_5128808__6017__1_1_1__145329534,NO
asc_04,DS-PR,iccma15,g_5749572__6546__1_1_1__1725921591,NO
asc_04,DS-PR,iccma15,g_6019610__3955__1_1_1__214137286,NO
asc_04,DS-PR,iccma15,g_60552__1945__1_1_1__119920177,NO
asc_04,DS-PR,iccma15,g_6197551__5257__1_1_1__808442397,NA
asc_04,DS-PR,iccma15,g_70742__1937__1_1_1__1601993606,NO
asc_04,DS-PR,iccma15,g_729345__3994__1_1_1__1531626234,NO
asc_04,DS-PR,iccma15,g_744390__3740__1_1_1__867341271,NO
asc_04,DS-PR,iccma15,g_75150__1152__1_1_1__199409038,NA
asc_04,DS-PR,iccma15,g_759604__3954__1_1_1__1196312685,NO
asc_04,DS-PR,iccma15,g_790881__3168__1_1_1__1563089851,NO
asc_04,DS-PR,iccma15,g_808769__3600__1_1_1__1535552993,NO
asc_04,DS-PR,iccma15,g_832400__3589__1_1_1__53785996,NO
asc_04,DS-PR,iccma15,g_844869__3737__1_1_1__328671792,NO
asc_04,DS-PR,iccma15,g_8881847__6219__1_1_1__1502451786,NO
asc_04,DS-PR,iccma15,g_8978008__5013__1_1_1__2005674269,NO
asc_04,DS-PR,iccma15,g_940038__2085__1_1_1__1707795058,NO
asc_04,DS-PR,iccma15,g_962561__3713__1_1_1__853528170,NO
asc_04,DS-PR,iccma17,admbuster_1000000,NA
asc_04,DS-PR,iccma17,admbuster_100000,NA
asc_04,DS-PR,iccma17,admbuster_10000,NA
asc_04,DS-PR,iccma17,admbuster_2000000,NA
asc_04,DS-PR,iccma17,admbuster_200000,NO
asc_04,DS-PR,iccma17,admbuster_20000,NA
asc_04,DS-PR,iccma17,admbuster_500000,NA
asc_04,DS-PR,iccma17,admbuster_50000,NA
asc_04,DS-PR,iccma17,admbuster_8000,NO
asc_04,DS-PR,iccma17,afinput_exp_acyclic_depvary_step5_batch_yyy01,NO
asc_04,DS-PR,iccma17,afinput_exp_acyclic_depvary_step5_batch_yyy09,NO
asc_04,DS-PR,iccma17,afinput_exp_acyclic_depvary_step6_batch_yyy04,NO
asc_04,DS-PR,iccma17,afinput_exp_acyclic_depvary_step6_batch_yyy05,NO
asc_04,DS-PR,iccma17,afinput_exp_acyclic_depvary_step7_batch_yyy08,NO
asc_04,DS-PR,iccma17,afinput_exp_acyclic_depvary_step8_batch_yyy09,NO
asc_04,DS-PR,iccma17,afinput_exp_acyclic_indvary1_step2_batch_yyy07,NO
asc_04,DS-PR,iccma17,afinput_exp_acyclic_indvary2_step2_batch_yyy02,NO
asc_04,DS-PR,iccma17,afinput_exp_acyclic_indvary2_step2_batch_yyy07,NO
asc_04,DS-PR,iccma17,afinput_exp_acyclic_indvary2_step2_batch_yyy09,NO
asc_04,DS-PR,iccma17,afinput_exp_acyclic_indvary2_step2_batch_yyy10,NO
asc_04,DS-PR,iccma17,afinput_exp_cycles_depvary_step4_batch_yyy01,NO
asc_04,DS-PR,iccma17,afinput_exp_cycles_depvary_step4_batch_yyy03,NO
asc_04,DS-PR,iccma17,afinput_exp_cycles_depvary_step4_batch_yyy05,NO
asc_04,DS-PR,iccma17,afinput_exp_cycles_depvary_step4_batch_yyy07,NO
asc_04,DS-PR,iccma17,afinput_exp_cycles_indvary1_step1_batch_yyy02,NO
asc_04,DS-PR,iccma17,afinput_exp_cycles_indvary1_step1_batch_yyy03,NA
asc_04,DS-PR,iccma17,afinput_exp_cycles_indvary1_step1_batch_yyy04,NO
asc_04,DS-PR,iccma17,afinput_exp_cycles_indvary1_step1_batch_yyy09,NO
asc_04,DS-PR,iccma17,afinput_exp_cycles_indvary1_step2_batch_yyy01,NO
asc_04,DS-PR,iccma17,afinput_exp_cycles_indvary1_step3_batch_yyy02,NO
asc_04,DS-PR,iccma17,afinput_exp_cycles_indvary2_step1_batch_yyy03,NO
asc_04,DS-PR,iccma17,afinput_exp_cycles_indvary2_step1_batch_yyy04,NO
asc_04,DS-PR,iccma17,afinput_exp_cycles_indvary2_step1_batch_yyy06,NO
asc_04,DS-PR,iccma17,afinput_exp_cycles_indvary2_step1_batch_yyy08,NO
asc_04,DS-PR,iccma17,afinput_exp_cycles_indvary2_step1_batch_yyy10,NO
asc_04,DS-PR,iccma17,afinput_exp_cycles_indvary3_step1_batch_yyy04,NO
asc_04,DS-PR,iccma17,aircoach_20130716_1324.gml.50,NA
asc_04,DS-PR,iccma17,anaheim-resort-transportation_20151217_1213.gml.50,NO
asc_04,DS-PR,iccma17,arlington_va_2016-01.gml.20,NO
asc_04,DS-PR,iccma17,BA_100_40_3,NA
asc_04,DS-PR,iccma17,BA_100_40_5,NA
asc_04,DS-PR,iccma17,BA_100_50_1,NA
asc_04,DS-PR,iccma17,BA_100_70_1,NA
asc_04,DS-PR,iccma17,BA_100_80_4,NA
asc_04,DS-PR,iccma17,BA_100_80_4.arg2,NA
asc_04,DS-PR,iccma17,BA_100_90_2,NA
asc_04,DS-PR,iccma17,BA_100_90_2.arg2,NA
asc_04,DS-PR,iccma17,BA_120_40_4,NA
asc_04,DS-PR,iccma17,BA_120_40_4.arg2,NO
asc_04,DS-PR,iccma17,BA_120_50_4,NO
